id,files_name,start_time,end_time,network,stations_code,channels,classID,class
314,314_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,KRSI,BHE,0,certified
314,314_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,KRSI,BHZ,0,certified
315,315_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,LKUCM,BHN,0,certified
315,315_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,LKUCM,BHE,0,certified
315,315_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,LKUCM,BHZ,0,certified
316,316_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,LUWI,BHN,0,certified
316,316_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,LUWI,BHE,0,certified
316,316_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,LUWI,BHZ,0,certified
317,317_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,MKS,BHN,0,certified
317,317_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,MKS,BHE,0,certified
317,317_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,MKS,BHZ,0,certified
318,318_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,NLAI,BHN,0,certified
318,318_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,NLAI,BHE,0,certified
318,318_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,NLAI,BHZ,0,certified
319,319_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,NSBMM,BHN,0,certified
319,319_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,NSBMM,BHE,0,certified
319,319_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,NSBMM,BHZ,0,certified
320,320_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,OBMI,BHN,0,certified
320,320_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,OBMI,BHE,0,certified
320,320_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,OBMI,BHZ,0,certified
321,321_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PMSI,BHN,0,certified
321,321_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PMSI,BHE,0,certified
321,321_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PMSI,BHZ,0,certified
322,322_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PSJCM,BHN,0,certified
322,322_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PSJCM,BHE,0,certified
322,322_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PSJCM,BHZ,0,certified
323,323_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PSSI,BHN,0,certified
323,323_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PSSI,BHE,0,certified
323,323_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,PSSI,BHZ,0,certified
324,324_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,RKCM,BHN,0,certified
324,324_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,RKCM,BHE,0,certified
324,324_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,RKCM,BHZ,0,certified
325,325_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SANI,BHN,0,certified
325,325_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SANI,BHE,0,certified
325,325_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SANI,BHZ,0,certified
326,326_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SMSI,BHN,0,certified
326,326_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SMSI,BHE,0,certified
326,326_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SMSI,BHZ,0,certified
327,327_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SRSI,BHN,0,certified
327,327_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SRSI,BHE,0,certified
327,327_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SRSI,BHZ,0,certified
328,328_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TBMCM,BHN,0,certified
328,328_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TBMCM,BHE,0,certified
328,328_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TBMCM,BHZ,0,certified
329,329_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TOLI2,BHN,0,certified
329,329_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TOLI2,BHE,0,certified
329,329_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TOLI2,BHZ,0,certified
330,330_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TTSI,BHN,0,certified
330,330_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TTSI,BHE,0,certified
330,330_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TTSI,BHZ,0,certified
331,331_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,UKCM,BHN,0,certified
331,331_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,UKCM,BHE,0,certified
331,331_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,UKCM,BHZ,0,certified
332,332_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WKCM,BHN,0,certified
332,332_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WKCM,BHE,0,certified
332,332_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WKCM,BHZ,0,certified
333,333_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WSTMM,BHN,0,certified
333,333_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WSTMM,BHE,0,certified
333,333_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WSTMM,BHZ,0,certified
334,334_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WUPCM,BHN,0,certified
334,334_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WUPCM,BHE,0,certified
334,334_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,WUPCM,BHZ,0,certified
335,335_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,AMPM,BHN,0,certified
335,335_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,AMPM,BHE,0,certified
335,335_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,AMPM,BHZ,0,certified
336,336_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,FKMPM,BHN,0,certified
336,336_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,FKMPM,BHE,0,certified
336,336_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,FKMPM,BHZ,0,certified
337,337_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,JAY,BHN,0,certified
337,337_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,JAY,BHE,0,certified
337,337_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,JAY,BHZ,0,certified
338,338_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SIJI,BHN,0,certified
338,338_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SIJI,BHE,0,certified
338,338_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SIJI,BHZ,0,certified
339,339_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SJPM,BHN,0,certified
339,339_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SJPM,BHE,0,certified
339,339_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SJPM,BHZ,0,certified
340,340_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SKPM,BHN,0,certified
340,340_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SKPM,BHE,0,certified
340,340_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SKPM,BHZ,0,certified
341,341_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SMPI,BHN,0,certified
341,341_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SMPI,BHE,0,certified
341,341_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SMPI,BHZ,0,certified
342,342_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SWPM,BHN,0,certified
342,342_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SWPM,BHE,0,certified
342,342_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,SWPM,BHZ,0,certified
343,343_N,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TRPI,BHN,0,certified
343,343_E,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TRPI,BHE,0,certified
343,343_Z,2021-02-01T00:00:00.000000Z,2021-02-28T00:00:00.000000Z,IA,TRPI,BHZ,0,certified
344,344_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JCJI,BHN,2,unusable
344,344_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JCJI,BHE,2,unusable
344,344_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JCJI,BHZ,2,unusable
345,345_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KLI,BHN,2,unusable
345,345_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KLI,BHE,2,unusable
345,345_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KLI,BHZ,2,unusable
346,346_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MASI,BHN,2,unusable
346,346_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MASI,BHE,2,unusable
346,346_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MASI,BHZ,2,unusable
347,347_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PPBI,BHN,2,unusable
347,347_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PPBI,BHE,2,unusable
347,347_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PPBI,BHZ,2,unusable
348,348_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LBFI,BHN,2,unusable
348,348_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LBFI,BHE,2,unusable
348,348_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LBFI,BHZ,2,unusable
349,349_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LMNI,BHN,2,unusable
349,349_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LMNI,BHE,2,unusable
349,349_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LMNI,BHZ,2,unusable
350,350_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PBKI,BHN,2,unusable
350,350_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PBKI,BHE,2,unusable
350,350_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PBKI,BHZ,2,unusable
351,351_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SBNI,BHN,2,unusable
351,351_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SBNI,BHE,2,unusable
351,351_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SBNI,BHZ,2,unusable
352,352_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,GLMI,BHN,2,unusable
352,352_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,GLMI,BHE,2,unusable
352,352_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,GLMI,BHZ,2,unusable
353,353_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MMSI,BHN,2,unusable
353,353_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MMSI,BHE,2,unusable
353,353_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MMSI,BHZ,2,unusable
354,354_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,ERPI,BHN,2,unusable
354,354_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,ERPI,BHE,2,unusable
354,354_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,ERPI,BHZ,2,unusable
355,355_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,RAPI,BHN,2,unusable
355,355_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,RAPI,BHE,2,unusable
355,355_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,RAPI,BHZ,2,unusable
356,356_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,IATSM,BHN,1,usable
356,356_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,IATSM,BHE,1,usable
356,356_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,IATSM,BHZ,1,usable
357,357_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MLSI,BHN,1,usable
357,357_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MLSI,BHE,1,usable
357,357_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MLSI,BHZ,1,usable
358,358_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MNSI,BHN,1,usable
358,358_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MNSI,BHE,1,usable
358,358_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MNSI,BHZ,1,usable
359,359_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,CGJI,BHN,1,usable
359,359_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,CGJI,BHE,1,usable
359,359_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,CGJI,BHZ,1,usable
360,360_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,CNJI,BHN,1,usable
360,360_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,CNJI,BHE,1,usable
360,360_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,CNJI,BHZ,1,usable
361,361_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JMSI,BHN,1,usable
361,361_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JMSI,BHE,1,usable
361,361_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JMSI,BHZ,1,usable
362,362_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KPJI,BHN,1,usable
362,362_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KPJI,BHE,1,usable
362,362_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KPJI,BHZ,1,usable
363,363_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KRJI,BHN,1,usable
363,363_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KRJI,BHE,1,usable
363,363_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KRJI,BHZ,1,usable
364,364_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LEM,BHN,1,usable
364,364_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LEM,BHE,1,usable
364,364_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LEM,BHZ,1,usable
365,365_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LWLI,BHN,1,usable
365,365_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LWLI,BHE,1,usable
365,365_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LWLI,BHZ,1,usable
366,366_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,TOJI,BHN,1,usable
366,366_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,TOJI,BHE,1,usable
366,366_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,TOJI,BHZ,1,usable
367,367_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,WLJI,BHN,1,usable
367,367_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,WLJI,BHE,1,usable
367,367_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,WLJI,BHZ,1,usable
368,368_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BASI,BHN,1,usable
368,368_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BASI,BHE,1,usable
368,368_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BASI,BHZ,1,usable
369,369_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BWJI,BHN,1,usable
369,369_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BWJI,BHE,1,usable
369,369_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BWJI,BHZ,1,usable
370,370_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,DNP,BHN,1,usable
370,370_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,DNP,BHE,1,usable
370,370_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,DNP,BHZ,1,usable
371,371_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,IGBI,BHN,1,usable
371,371_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,IGBI,BHE,1,usable
371,371_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,IGBI,BHZ,1,usable
372,372_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KBBI,BHN,1,usable
372,372_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KBBI,BHE,1,usable
372,372_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KBBI,BHZ,1,usable
373,373_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KLJI,BHN,1,usable
373,373_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KLJI,BHE,1,usable
373,373_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KLJI,BHZ,1,usable
374,374_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMBFM,BHN,1,usable
374,374_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMBFM,BHE,1,usable
374,374_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMBFM,BHZ,1,usable
375,375_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMMI,BHN,1,usable
375,375_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMMI,BHE,1,usable
375,375_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMMI,BHZ,1,usable
376,376_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SMKI,BHN,1,usable
376,376_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SMKI,BHE,1,usable
376,376_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SMKI,BHZ,1,usable
379,379_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMSI,BHN,1,usable
379,379_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMSI,BHE,1,usable
379,379_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMSI,BHZ,1,usable
380,380_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MPSI,BHN,1,usable
380,380_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MPSI,BHE,1,usable
380,380_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MPSI,BHZ,1,usable
381,381_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MSAI,BHN,1,usable
381,381_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MSAI,BHE,1,usable
381,381_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MSAI,BHZ,1,usable
382,382_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PWCM,BHN,1,usable
382,382_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PWCM,BHE,1,usable
382,382_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PWCM,BHZ,1,usable
383,383_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,TMTMM,BHN,1,usable
383,383_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,TMTMM,BHE,1,usable
383,383_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,TMTMM,BHZ,1,usable
384,384_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JAY,BHN,1,usable
384,384_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JAY,BHE,1,usable
384,384_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,JAY,BHZ,1,usable
385,385_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMPI,BHN,1,usable
385,385_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMPI,BHE,1,usable
385,385_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KMPI,BHZ,1,usable
386,386_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MWPI,BHN,1,usable
386,386_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MWPI,BHE,1,usable
386,386_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,MWPI,BHZ,1,usable
387,387_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SWPM,BHN,1,usable
387,387_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SWPM,BHE,1,usable
387,387_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,SWPM,BHZ,1,usable
388,388_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BKNI,BHN,0,certified
388,388_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BKNI,BHE,0,certified
388,388_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,BKNI,BHZ,0,certified
389,389_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,DSRI,BHN,0,certified
389,389_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,DSRI,BHE,0,certified
389,389_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,DSRI,BHZ,0,certified
390,390_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,GSI,BHN,0,certified
390,390_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,GSI,BHE,0,certified
390,390_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,GSI,BHZ,0,certified
391,391_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KCSI,BHN,0,certified
391,391_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KCSI,BHE,0,certified
391,391_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,KCSI,BHZ,0,certified
392,392_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LDSI,BHN,0,certified
392,392_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LDSI,BHE,0,certified
392,392_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,LDSI,BHZ,0,certified
393,393_N,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PBSI,BHN,0,certified
393,393_E,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PBSI,BHE,0,certified
393,393_Z,2021-03-01T00:00:00.000000Z,2021-03-30T00:00:00.000000Z,IA,PBSI,BHZ,0,certified
